"","X","Periodo","Tipo.de.dato","Grupos.ECOICOP","value"
"2772",2772,"2013M01","Variación anual","02 Bebidas alcohólicas y tabaco",8
"2773",2773,"2012M12","Variación anual","02 Bebidas alcohólicas y tabaco",5.4
"2774",2774,"2012M11","Variación anual","02 Bebidas alcohólicas y tabaco",5.2
"2775",2775,"2012M10","Variación anual","02 Bebidas alcohólicas y tabaco",5.5
"2776",2776,"2012M09","Variación anual","02 Bebidas alcohólicas y tabaco",6.5
"2777",2777,"2012M08","Variación anual","02 Bebidas alcohólicas y tabaco",9.9
"2778",2778,"2012M07","Variación anual","02 Bebidas alcohólicas y tabaco",9.5
"2779",2779,"2012M06","Variación anual","02 Bebidas alcohólicas y tabaco",11.5
"2780",2780,"2012M05","Variación anual","02 Bebidas alcohólicas y tabaco",6.2
"2781",2781,"2012M04","Variación anual","02 Bebidas alcohólicas y tabaco",5.1
"2782",2782,"2012M03","Variación anual","02 Bebidas alcohólicas y tabaco",2.1
"2783",2783,"2012M02","Variación anual","02 Bebidas alcohólicas y tabaco",2.2
"2784",2784,"2012M01","Variación anual","02 Bebidas alcohólicas y tabaco",2.2
"2785",2785,"2011M12","Variación anual","02 Bebidas alcohólicas y tabaco",4.2
"2786",2786,"2011M11","Variación anual","02 Bebidas alcohólicas y tabaco",10.5
"2787",2787,"2011M10","Variación anual","02 Bebidas alcohólicas y tabaco",10.4
"2788",2788,"2011M09","Variación anual","02 Bebidas alcohólicas y tabaco",9.2
"2789",2789,"2011M08","Variación anual","02 Bebidas alcohólicas y tabaco",5.6
"2790",2790,"2011M07","Variación anual","02 Bebidas alcohólicas y tabaco",5.6
"2791",2791,"2011M06","Variación anual","02 Bebidas alcohólicas y tabaco",4
"2792",2792,"2011M05","Variación anual","02 Bebidas alcohólicas y tabaco",14.7
"2793",2793,"2011M04","Variación anual","02 Bebidas alcohólicas y tabaco",14.7
"2794",2794,"2011M03","Variación anual","02 Bebidas alcohólicas y tabaco",14.7
"2795",2795,"2011M02","Variación anual","02 Bebidas alcohólicas y tabaco",14.5
"2796",2796,"2011M01","Variación anual","02 Bebidas alcohólicas y tabaco",16.1
"2797",2797,"2010M12","Variación anual","02 Bebidas alcohólicas y tabaco",15.2
